id,gender,star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt,self_intro,bmi
274,0,6.0,1.0,175.0,70.0,3.0,60.0,365.0,6.0,Hi,22.857142857142858
275,0,2.0,0.0,170.0,60.0,3.0,130.0,50.0,1.0,What can I be.,20.761245674740486
276,0,0.0,0.0,170.0,88.0,4.0,135.0,69.0,10.0,Rational and pragmatic,30.449826989619382
277,0,9.0,0.0,188.0,80.0,3.0,110.0,500.0,100.0,Keep breaking out of the comfort zone.,22.634676324128566
278,0,8.0,0.0,185.0,97.0,3.0,100.0,400.0,1.0,Just do it.,28.341855368882392
279,0,6.0,0.0,178.0,90.0,2.0,130.0,100.0,0.02,take up a notch,28.40550435551067
280,0,5.0,0.0,166.0,0.0,4.0,100.0,200.0,1.0,positive,0.0
281,0,8.0,0.0,172.0,75.0,5.0,100.0,331.0,2.3,Hard to say,25.351541373715524
282,0,7.0,0.0,161.0,40.0,1.0,100.0,608.0,0.0,I thrive on challenge in my life.,15.43150341422013
283,0,9.0,0.0,166.0,71.0,5.0,99.0,272.0,90.0,optimistic person,25.76571345623458
284,0,1.0,1.0,176.0,78.0,1.0,50.0,0.0,3.0,Hola~~,25.180785123966942
285,0,5.0,0.0,174.0,37.0,2.0,120.0,153.0,15.0,I'm a kind person.,12.220901043731008
286,0,0.0,0.0,180.0,90.0,1.0,70.0,1000.0,100.0,"work hard, play hard",27.777777777777775
287,0,5.0,0.0,175.0,72.0,4.0,90.0,200.0,64.3,I’m Frank,23.510204081632654
288,0,0.0,0.0,168.0,65.0,4.0,120.0,355.0,44.0,Just ordinary people,23.030045351473927
289,0,0.0,0.0,165.0,64.0,4.0,120.0,724.0,743.0,"With great power, comes great responsibility.",23.507805325987146
290,0,8.0,0.0,163.0,50.0,3.0,200.0,60.0,1.5,Quiet,18.818924310286427
291,0,8.0,0.0,167.0,55.0,4.0,150.0,1266.0,78.5,I'm a positive person!,19.721036967980208
292,0,5.0,0.4,163.0,54.0,2.0,120.0,699.0,58.0,"Humor, handsome and sexy.",20.32443825510934
293,0,6.0,0.0,170.0,55.0,4.0,106.0,641.0,236.0,I’m an outgoing person,19.031141868512112
294,0,2.0,0.0,152.0,41.0,4.0,105.0,400.0,643.0,A friendly person.,17.74584487534626
295,0,6.0,1.0,165.0,60.0,4.0,111.0,551.0,0.95,I am white,22.03856749311295
296,0,6.0,1.0,174.0,56.0,4.0,110.0,78.0,0.2,a mortal want to study something,18.49649887699828
297,0,1.0,0.0,154.0,47.0,4.0,105.0,1203.0,6.7,being worried all the time,19.81784449316917
298,0,2.0,1.0,170.0,64.0,4.0,124.0,585.0,7.51,I enjoy in learning,22.145328719723185
299,0,9.0,1.0,173.0,63.0,4.0,100.0,303.0,1.56,I am shy.,21.04981790236894
300,0,4.0,1.0,161.0,52.0,5.0,105.0,665.0,6.5,I like gaming,20.060954438486167
301,0,3.0,0.0,160.0,76.0,5.0,100.0,0.0,10.0,entrepreneur who intent to learn again,29.687499999999993
302,0,4.0,1.0,156.3,40.0,3.0,105.0,220.0,9.38,Hope in the dark,16.37351927101817
303,0,7.0,0.0,157.0,65.0,5.0,105.0,2016.0,10.0,i am a student of Master degree in Graduate Institute of Hydrological and Oceani Sciences,26.370238143535232
304,0,0.0,0.0,172.0,57.0,5.0,135.0,147.0,3.3,Easygoing,19.2671714440238
305,0,10.0,0.0,179.0,60.0,2.0,85.0,60.0,1.0,"handsome, tall, and intelligent",18.726007303142847
306,0,2.0,0.0,176.0,111.0,4.0,100.0,382.0,219.0,I am sexy.,35.834194214876035
307,0,0.0,1.0,174.0,90.0,4.0,110.0,289.0,9.0,I am kind of a procrastinator.,29.72651605231867
308,0,1.0,1.0,171.8,3.0,1.0,200.0,2e+97,0.0,Go Pikachu!,1.0164240575377328
309,0,1.0,1.0,150.0,50.0,2.0,140.0,1100.0,5.0,"Lovely, friendly and sometimes crazy",22.22222222222222
310,0,1.0,0.0,184.0,86.0,5.0,130.0,500.0,4.0,"like to make friends, wish everybody have a good day everyday.",25.401701323251416
311,0,0.0,1.0,157.0,63.0,2.0,50.0,30.0,50.0,who am I,25.558846200657225
312,0,11.0,0.0,172.0,70.0,5.0,130.0,250.0,4.0,handsome,23.661438615467823
313,0,1.0,0.0,175.0,67.0,5.0,130.0,167.0,3.0,Andrew,21.877551020408163
314,0,5.0,0.0,158.0,53.0,2.0,130.0,516.0,66.1,"I don't know who i am,but i know who will i become.",21.230572023714146
315,0,9.0,0.0,185.0,82.0,3.0,95.0,500.0,100.0,I will be a Good papa,23.959094229364496
316,0,2.0,0.0,162.0,58.0,3.0,88.0,100.0,8.0,It’s an interesting question!,22.10028959000152
317,0,8.0,0.0,3.68934e+20,3.689340000000001e+29,5.0,90.0,2e+97,2.0,clever,2.7105119072788094e-08
318,0,4.0,0.0,176.0,78.0,2.0,120.0,500.0,8.0,I’m not suitable for this course :(,25.180785123966942
319,0,4.0,1.0,180.0,90.0,2.0,130.0,910.0,3.82,Sleepy and hungry right now,27.777777777777775
320,0,5.0,1.0,167.0,68.0,1.0,200.0,0.0,0.0,Dead,24.38237297859371
321,0,7.0,1.0,154.0,45.0,3.0,130.0,800.0,2.0,introverted,18.974531961544947
322,0,2.0,0.0,174.0,60.0,1.0,200.0,800.0,128.0,Handsome,19.817677368212443
323,0,1.0,0.0,168.0,62.0,3.0,200.0,3000.0,2.0,very pretty girl,21.9671201814059
324,0,5.6,1.0,170.0,56.0,5.0,110.0,250.0,3.5,not really good at eng,19.377162629757787
325,0,7.2,0.6,170.2,52.0,4.0,90.0,800.0,3004.304,good person,17.9508175216549
326,0,1.0,0.0,167.0,58.0,4.0,99.9,200.0,151.0,hello world,20.796729893506402
327,0,3.0,0.0,178.0,68.0,3.0,120.0,151.0,3.0,Shy,21.461936624163616
328,0,8.0,1.0,168.0,74.0,1.0,50.0,200.0,149.0,I'm stupid.,26.218820861678008
329,0,10.0,1.0,185.0,98.0,1.0,95.0,70.0,50.0,"Student from Germany, originally Russian",28.634039444850252
330,0,7.0,0.0,173.0,75.0,1.0,80.0,130.0,30000.0,I am a happy guy,25.05930702662969
331,0,5.0,0.0,168.0,58.0,4.0,116.0,272.0,130.0,I always be interested in unfamiliar things,20.549886621315196
332,0,10.0,0.0,157.0,53.0,4.0,140.0,500.0,51.4,Try to be a learned person.,21.50188648626719
333,0,9.0,0.0,185.0,85.0,5.0,100.0,575.0,125.0,I am tall,24.835646457268076
334,0,9.0,1.0,155.0,50.0,1.0,50.0,0.0,0.0,I want to sleep.,20.811654526534856
335,0,2.0,0.0,173.0,59.0,3.6,108.0,565.0,29.2,very handsome,19.713321527615356
336,0,11.0,0.0,175.0,78.0,5.0,130.0,462.0,763.0,"optimism ,friendly and love scuba diving",25.46938775510204
337,0,5.0,0.0,174.0,58.0,4.0,132.0,250.0,100.0,People who know me are all wanting to kill me,19.157088122605362
338,0,5.0,1.0,160.0,48.0,3.0,110.0,293.0,0.58,calm,18.749999999999996
339,0,3.0,0.0,168.0,62.0,3.0,130.0,335.0,699.0,taciturn and silence,21.9671201814059
340,0,9.0,0.0,175.0,64.0,2.0,120.0,234.0,11.0,Apple,20.897959183673468
341,0,3.0,0.0,157.0,50.0,3.0,120.0,736.0,1600.0,I am difficult to understand,20.28479857195018
342,0,3.0,0.0,170.0,67.0,1.0,109.999999,436.0,163.0,QQ,23.18339100346021
343,0,6.0,1.0,174.0,60.0,4.0,114.0,1000.0,40.0,"I like Orange 🍊🍊, so can call me Orange!",19.817677368212443
344,0,0.0,1.0,158.0,48.0,4.0,150.0,500.0,7.0,Kind and friendly,19.227687870533565
345,0,2.0,0.0,170.0,65.0,2.0,100.0,500.0,115.0,Gorgeous >_<,22.49134948096886
346,0,4.0,0.0,178.0,80.0,5.0,180.0,736.0,159.0,stressful right now,25.24933720489837
347,0,4.0,1.0,180.0,90.0,2.0,180.0,1000.0,6.0,So far so good,27.777777777777775
348,0,10.0,0.0,172.0,66.0,3.0,120.0,460.0,3.0,I’m an outgoing and active boy,22.30935640886966
349,0,5.0,0.0,177.0,70.0,1.0,90.0,2.0,10.0,Nice person,22.34351559258195
350,0,1.0,0.0,165.0,49.0,3.0,150.0,100.0,4.0,Very beautiful,17.99816345270891
351,0,11.0,0.0,163.0,100.0,3.0,55.0,3.0,5.0,Good,37.63784862057285
352,0,0.0,0.0,178.0,55.0,5.0,87.0,20.0,1.0,undecided,17.35891932836763
353,0,1.0,0.0,171.0,71.0,2.0,100.0,436.0,228.0,Hello world.,24.280975342840534
354,0,7.0,0.0,154.0,51.0,2.0,180.0,312.0,794.0,Wonderful,21.504469556417607
355,0,9.0,1.0,155.0,0.0,2.0,135.0,350.0,12.0,adorable,0.0
356,0,7.0,0.0,191.0,77.0,1.0,83.0,410.0,31.0,"I do whatever i want. I am whatever i am, only god can judge me.",21.106877552698666
357,0,5.0,0.0,162.0,55.0,3.0,110.0,500.0,457.0,"A beauty, yes, A BEAUTY!",20.957171162932475
358,0,2.0,0.0,169.0,54.0,4.0,120.0,260.0,3.0,"If you know, you know.",18.906901018871892
359,0,3.0,1.0,169.0,54.0,2.0,200.0,700.0,50.0,I love Frieren,18.906901018871892
360,0,11.0,0.0,151.0,50.0,4.0,110.0,700.0,1.0,Brave,21.928862769176792
361,0,10.0,1.0,165.0,60.0,4.0,115.0,240.0,4.0,emtional,22.03856749311295
362,0,0.0,0.0,162.0,49.0,3.0,157.0,533.0,153.0,⋯,18.670934308794386
363,0,7.0,0.0,168.0,58.0,4.0,77.0,583.0,64.0,interesting,20.549886621315196
364,0,6.0,0.0,158.0,50.0,1.0,180.0,610.0,2.12,Smart,20.028841531805796
365,0,11.0,0.0,171.0,70.0,5.0,50.0,400.0,0.1,I am highly organized and attentive,23.938989774631512
366,0,1.0,0.0,184.0,86.0,4.0,130.0,666.0,4.0,Confidence,25.401701323251416
367,0,2.0,0.0,181.0,80.0,1.0,200.0,1000.0,30.0,Smartttie,24.41927902078691
368,0,5.0,0.0,175.0,75.0,5.0,200.0,1000.0,1740.0,Handsome and cool,24.489795918367346
369,0,8.0,0.0,170.0,75.0,2.0,114.0,308.0,471.0,Always sleepy.,25.95155709342561
370,0,11.0,0.0,160.0,50.0,1.0,110.0,928.0,10.0,struggle,19.531249999999996
371,0,9.0,0.0,181.0,75.0,3.0,199.0,241.0,1000.0,"I want password card, plz",22.89307408198773
372,0,10.0,0.0,158.0,3.689340000000001e+29,4.0,158.2,2e+97,39.2,I’m a diligent person.,1.4778641243390483e+29
373,0,2.0,1.0,171.0,74.0,2.0,150.0,470.0,30.0,Handsome,25.3069320474676
374,0,8.0,0.0,185.0,80.0,2.0,100.0,606.0,1330.0,Wang so rong,23.37472607742878
375,0,2.0,0.0,179.0,72.0,3.0,130.0,78.0,119.0,I am a good person.,22.47120876377142
376,0,7.0,1.0,170.0,58.0,3.2,130.0,477.0,25.29,"Roses are red, violets are blue, I'm watching porn, and so do you",20.06920415224914
377,0,6.0,0.0,167.0,62.0,3.0,100.0,744.0,123.0,introversion,22.230987127541326
378,0,7.0,0.0,161.0,52.0,4.0,100.0,200.0,1.6,"A nice person, like work balance.",20.060954438486167
379,0,1.0,0.0,162.0,53.0,2.0,200.0,0.0,5.0,enthusiastic,20.195092211553114
380,0,9.0,0.0,173.0,72.0,1.0,87.0,1039.0,361.0,Very shy man <3,24.0569347455645
381,0,9.0,0.0,165.0,100.0,3.0,100.0,500.0,4.0,A kind person.,36.73094582185492
382,0,8.0,1.0,178.0,70.0,3.0,100.0,1048.0,209.0,A little bit not confident,22.093170054286073
383,0,7.0,1.0,163.0,50.0,2.0,88.0,252.0,0.0,I'm a girl,18.818924310286427
384,0,1.0,1.0,151.0,65.0,2.0,125.0,238.0,1.0,A person who is afraid of challenges but still wants to muster up the courage to try.,28.507521599929827
385,0,7.0,0.0,165.0,58.2,3.0,112.0,354.0,1260.0,Kind,21.377410468319564
386,0,3.0,1.0,168.0,52.0,4.0,100.0,400.0,6.0,A beautiful girl,18.42403628117914
387,0,11.0,0.0,153.0,60.0,2.0,150.0,700.0,2.0,可愛,25.63116749967961
388,0,10.0,0.0,156.0,41.0,3.0,50.0,704.0,193.0,QQ,16.847468770545692
389,0,2.0,1.0,172.0,70.0,5.0,180.0,567.0,10.52,Cool,23.661438615467823
390,0,4.0,0.0,163.0,48.0,4.0,117.0,407.0,163.0,Hello world,18.06616733787497
391,0,7.0,1.0,160.0,48.0,3.0,75.0,98.0,2.0,Starting by Starting,18.749999999999996
392,0,4.8,0.0,170.0,69.6,3.6,105.0,510.0,3115.6,A little bit smart,24.08304498269896
393,0,3.0,0.0,160.0,45.0,4.0,100.0,600.0,2000.0,Hi,17.578124999999996
394,0,5.0,0.6,180.0,3.689340000000001e+29,2.6,199.999,2e+97,60.0,"I'm not beautiful, but smart 😀",1.1386851851851853e+29
395,0,10.0,0.0,175.0,69.0,5.0,135.0,200.0,1400.0,Like the shadow,22.53061224489796
